bits,q_format,m,n,eval_mode,num_eval_files,pesq,estoi,sisnr,sdr,rtf,wall_time_seconds,audio_seconds,calib_seconds,calib_files
8,Q2.5,2,5,fake,50.0,1.7523034405708313,,,,0.08718567119033456,10.199726343154907,116.98856250000004,4.912545680999756,16
8,Q1.6,1,6,fake,50.0,1.7523772597312928,,,,0.0822974086831941,9.6278555393219,116.98856250000004,2.346923351287842,16
8,Q0.7,0,7,fake,50.0,1.7523767042160034,,,,0.0817713814219717,9.566316366195679,116.98856250000004,2.2608959674835205,16
