sweep_mode,bits,q_format,base_q_format,m,n,base_n,target_group,eval_mode,num_eval_files,pesq,estoi,sisnr,sdr,rtf,wall_time_seconds,audio_seconds,calib_seconds,calib_files
baseline,float,FP32,FP32,,,,__none__,float,50.0,2.4617019748687743,,,,0.09831302502202227,11.790164947509766,119.92475,0.0,0
global,8,Q3.4,Q3.4,3,4,4,__all__,convert,50.0,2.4966032218933107,,,,0.08547443858766529,10.250500679016113,119.92475,12.071257591247559,100
global,8,Q2.5,Q2.5,2,5,5,__all__,convert,50.0,2.4273593497276305,,,,0.08274150885915446,9.922754764556885,119.92475,11.081110715866089,100
global,8,Q1.6,Q1.6,1,6,6,__all__,convert,50.0,2.4675783133506775,,,,0.08344399473754167,10.007000207901001,119.92475,11.079680919647217,100
global,8,Q0.7,Q0.7,0,7,7,__all__,convert,50.0,2.5198008680343627,,,,0.08678816596739122,10.4080491065979,119.92475,11.548348903656006,100
