module_name	role	fake_quant	observer	dtype	qscheme	quant_min	quant_max	bits	channel_axis	scale_shape	scale_min	scale_max	scale_sample	zero_point_shape	zero_point_min	zero_point_max	zero_point_sample
encoder.en_convs.3.depth_conv.weight_fake_quant	weight	FusedMovingAvgObsFakeQuantize	MovingAveragePerChannelMinMaxObserver	torch.qint8	torch.per_channel_symmetric	-128	127	8	0	16	0.0034603355452418327	0.010458456352353096	[0.00391548,0.00346034,0.0063675,0.00908995,0.0062984,0.00456606,0.0104585,0.00605711,...]	16	0	0	[0,0,0,0,0,0,0,0,...]
encoder.en_convs.3.depth_conv.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.3860117793083191	0.3860117793083191	[0.386012]	1	70	70	[70]
encoder.en_convs.3.point_quant2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.4466691315174103	0.4466691315174103	[0.446669]	1	49	49	[49]
encoder.en_convs.3.point_conv2.weight_fake_quant	weight	FusedMovingAvgObsFakeQuantize	MovingAveragePerChannelMinMaxObserver	torch.qint8	torch.per_channel_symmetric	-128	127	8	0	8	0.0022209088783711195	0.005490158684551716	[0.00405715,0.00376334,0.00549016,0.00385134,0.00340557,0.00222091,0.00425606,0.00338972]	8	0	0	[0,0,0,0,0,0,0,0]
encoder.en_convs.3.point_conv2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.19975422322750092	0.19975422322750092	[0.199754]	1	66	66	[66]
encoder.en_convs.3.point_quant3.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.1945275515317917	0.1945275515317917	[0.194528]	1	18	18	[18]
encoder.en_convs.4.point_conv1.weight_fake_quant	weight	FusedMovingAvgObsFakeQuantize	MovingAveragePerChannelMinMaxObserver	torch.qint8	torch.per_channel_symmetric	-128	127	8	0	16	0.00508540216833353	0.020537251606583595	[0.0173837,0.0102842,0.00652617,0.00953716,0.00512716,0.0183444,0.00984823,0.00832118,...]	16	0	0	[0,0,0,0,0,0,0,0,...]
encoder.en_convs.4.point_conv1.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.35525551438331604	0.35525551438331604	[0.355256]	1	68	68	[68]
encoder.en_convs.4.point_quant1.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.14595851302146912	0.14595851302146912	[0.145959]	1	29	29	[29]
encoder.en_convs.4.depth_conv.weight_fake_quant	weight	FusedMovingAvgObsFakeQuantize	MovingAveragePerChannelMinMaxObserver	torch.qint8	torch.per_channel_symmetric	-128	127	8	0	16	0.003096731146797538	0.02144123800098896	[0.00428164,0.00309673,0.0147826,0.00558953,0.0114129,0.00580298,0.00537043,0.0214412,...]	16	0	0	[0,0,0,0,0,0,0,0,...]
encoder.en_convs.4.depth_conv.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.24952730536460876	0.24952730536460876	[0.249527]	1	46	46	[46]
encoder.en_convs.4.point_quant2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.1665658801794052	0.1665658801794052	[0.166566]	1	6	6	[6]
encoder.en_convs.4.point_conv2.weight_fake_quant	weight	FusedMovingAvgObsFakeQuantize	MovingAveragePerChannelMinMaxObserver	torch.qint8	torch.per_channel_symmetric	-128	127	8	0	8	0.002470517996698618	0.004938866477459669	[0.00493887,0.00358765,0.00247052,0.00300505,0.00387916,0.00303517,0.00345671,0.00385094]	8	0	0	[0,0,0,0,0,0,0,0]
encoder.en_convs.4.point_conv2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.16877825558185577	0.16877825558185577	[0.168778]	1	64	64	[64]
encoder.en_convs.4.point_quant3.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.18587906658649445	0.18587906658649445	[0.185879]	1	25	25	[25]
decoder.de_convs.0.point_conv1.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.45283612608909607	0.45283612608909607	[0.452836]	1	66	66	[66]
decoder.de_convs.0.point_quant1.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.234572634100914	0.234572634100914	[0.234573]	1	66	66	[66]
decoder.de_convs.0.depth_conv.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.2482621818780899	0.2482621818780899	[0.248262]	1	40	40	[40]
decoder.de_convs.0.point_quant2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.06754707545042038	0.06754707545042038	[0.0675471]	1	3	3	[3]
decoder.de_convs.0.point_conv2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.17717692255973816	0.17717692255973816	[0.177177]	1	46	46	[46]
decoder.de_convs.0.point_quant3.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.11155825108289719	0.11155825108289719	[0.111558]	1	50	50	[50]
decoder.de_convs.1.point_conv1.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.974079966545105	0.974079966545105	[0.97408]	1	66	66	[66]
decoder.de_convs.1.point_quant1.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.32220521569252014	0.32220521569252014	[0.322205]	1	48	48	[48]
decoder.de_convs.1.depth_conv.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.7855883836746216	0.7855883836746216	[0.785588]	1	87	87	[87]
decoder.de_convs.1.point_quant2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.08883273601531982	0.08883273601531982	[0.0888327]	1	41	41	[41]
decoder.de_convs.1.point_conv2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.11966454237699509	0.11966454237699509	[0.119665]	1	65	65	[65]
decoder.de_convs.1.point_quant3.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.06752806901931763	0.06752806901931763	[0.0675281]	1	10	10	[10]
decoder.de_convs.2.point_conv1.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.8420616984367371	0.8420616984367371	[0.842062]	1	79	79	[79]
decoder.de_convs.2.point_quant1.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.3034776449203491	0.3034776449203491	[0.303478]	1	53	53	[53]
decoder.de_convs.2.depth_conv.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	1.5318574905395508	1.5318574905395508	[1.53186]	1	82	82	[82]
decoder.de_convs.2.point_quant2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.11403830349445343	0.11403830349445343	[0.114038]	1	51	51	[51]
decoder.de_convs.2.point_conv2.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.22851520776748657	0.22851520776748657	[0.228515]	1	70	70	[70]
decoder.de_convs.2.point_quant3.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.08465835452079773	0.08465835452079773	[0.0846584]	1	32	32	[32]
decoder.de_convs.3.conv.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.9749923944473267	0.9749923944473267	[0.974992]	1	68	68	[68]
decoder.de_convs.3.quant.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.37398862838745117	0.37398862838745117	[0.373989]	1	43	43	[43]
decoder.de_convs.4.conv.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	3.267350435256958	3.267350435256958	[3.26735]	1	18	18	[18]
decoder.de_convs.4.quant.activation_post_process	activation	FusedMovingAvgObsFakeQuantize	MovingAverageMinMaxObserver	torch.quint8	torch.per_tensor_affine	0	127	7	None	1	0.27911508083343506	0.27911508083343506	[0.279115]	1	36	36	[36]
